17,362,302,186,1563,54
6,448,331,61,692,37
7,472,370,64,614,42
2,435,341,44,478,38
3,437,337,52,619,36
11,466,335,48,456,35
3,450,363,45,434,41
6,451,345,50,609,39
5,433,313,52,562,31
5,479,379,54,652,37
