17,8,104,185,4597,69
4,262,189,35,464,19
2,237,182,31,337,24
3,222,148,29,313,18
2,229,180,27,313,16
3,200,141,24,278,15
1,219,163,22,224,20
3,233,176,33,320,10
1,216,156,30,328,17
3,231,167,26,285,16
